# Revisiones dadas por buenas: no se vuelven a proponer mientras el texto no cambie.
# archivo	clave	ocurrencia	regla	huella del texto español	fecha
event_localization/schemes/POD_patronlore_l_english.yml	POD_patronlore.100.desc.560186	0	glossary	2d4f06f5d2	2026-09-20
event_localization/schemes/POD_patronlore_l_english.yml	POD_patronlore.100.desc.793052	0	glossary	e319856441	2026-09-20
event_localization/schemes/POD_patronlore_l_english.yml	POD_patronlore.100.t	0	*	58fcd9374d	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793280	0	*	159092b37d	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793282	0	*	439e5fc21d	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793301	0	*	e0d70231bd	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793306	0	display	*	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793312	0	glossary	6c39fc8a86	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793442	0	*	0992a196dd	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793449	0	*	000ae43e71	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793450	0	*	70871381b4	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793451	0	display	*	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793451	0	glossary	*	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.793540	0	*	740ea1b818	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.795052	0	*	9c0ffa3cf5	2026-09-20
event_localization/schemes/POD_podlore_l_english.yml	POD_persistentpodlore.desc.795307	0	*	e28be0df21	2026-09-20
event_localization/schemes/POD_rationalize_l_english.yml	POD_rationalize.200.option.a	0	glossary	8a0d96700f	2026-09-20
event_localization/schemes/POD_rationalize_l_english.yml	POD_rationalize.200.option.c	0	glossary	90d07a9508	2026-09-20
game_POD_concepts_l_english.yml	game_concept_Clan_desc	0	glossary	4dd503213d	2026-09-20
game_POD_concepts_l_english.yml	game_concept_POD_gargoyle_maa_desc	0	glossary	419421fffc	2026-09-20
game_POD_concepts_l_english.yml	game_concept_abombwe_desc	0	*	c060d4bb06	2026-09-20
game_POD_concepts_l_english.yml	game_concept_hekau_necromancy_lifestyle	0	*	4b93665bdd	2026-09-20
game_POD_concepts_l_english.yml	game_concept_hekau_necromancy_lifestyle_desc	0	*	4d3faf134d	2026-09-20
game_POD_concepts_l_english.yml	game_concept_soul_arts_lifestyle_desc	0	*	f58a929758	2026-09-20
game_POD_concepts_l_english.yml	game_concept_tao_te_hsien_desc	0	*	46978da96d	2026-09-20
glossary_POD_l_english.yml	glossary_fera_tt	0	english	59ddca10bc	2026-09-20
glossary_POD_l_english.yml	glossary_fera_tt	0	glossary	59ddca10bc	2026-09-20
glossary_POD_l_english.yml	glossary_osirian_league_tt	0	display	971fa73ffb	2026-09-20
government_POD_l_english.yml	fera_tribe_government_desc	0	*	c8efb939c5	2026-09-20
government_POD_l_english.yml	progeny_rights_childer	0	*	e494a3f0d8	2026-09-20
gui/POD_character_window_l_english.yml	known_true_names_row_header	0	glossary	1db477ffe3	2026-09-20
gui/POD_hud_l_english.yml	POD_ren_completion	0	*	38587b243c	2026-09-20
gui/POD_umbra_window_l_english.yml	umbra_realm_sun_desc	0	*	f9c234380f	2026-09-20
gui/POD_ventrue_ephorate_l_english.yml	pod_ventrue_ephorate.667.desc	0	*	7c0c3ed883	2026-09-20
interactions/POD_character_interactions_fae_l_english.yml	POD_create_changeling_interaction_desc	0	*	84ab45e5db	2026-09-20
interactions/POD_character_interactions_fae_l_english.yml	POD_fae_study_true_name_interaction	0	*	34f64ff2e7	2026-09-20
interactions/POD_fera/POD_character_interactions_mokole_l_english.yml	POD_silver_claws_interaction_desc	0	glossary	258befd74b	2026-09-20
interactions/character_interactions_POD_l_english.yml	POD_impundulu_exchange_offer_secrets_tt	0	glossary	f604679839	2026-09-20
interactions/character_interactions_POD_l_english.yml	POD_study_true_name_trait_interaction	0	*	34f64ff2e7	2026-09-20
interactions/character_interactions_POD_l_english.yml	impundulu_knowledge_exchange_decision_desc	0	glossary	d2e284f259	2026-09-20
lifestyles/POD_discipline_lifestyle_l_english.yml	BLOODFORM_PERK_EFFECT	0	glossary	455435b2d2	2026-09-20
lifestyles/POD_fae_lifestyle_l_english.yml	kith_arts_naming_focus_desc	0	*	8f7ace7907	2026-09-20
lifestyles/POD_fera/POD_mokole_lifestyle_l_english.yml	FOSSILIZE_PERK_EFFECT	0	*	5bda849d8e	2026-09-20
lifestyles/POD_fera/POD_urgetaints_lifestyle_l_english.yml	SANGUINE_SPIRIT_PERK_EFFECT	0	*	4be39eca07	2026-09-20
lifestyles/POD_kueijin/POD_shintai_lifestyle_l_english.yml	SHINTAI_THE_FLOW_OF_WORSHIP_PERK_EFFECT	0	*	7073cd244e	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	NAMING_THE_BODYS_DESTRUCTION_PERK_EFFECT	0	*	ef3bb7ef69	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	SPEAKING_ALL_NAMES_PERK_EFFECT	0	*	ed54fba205	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	hekau_necromancy_focus	0	glossary	b086c4cfb0	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	hekau_necromancy_focus_effect_desc	0	*	5f10774efd	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	hekau_necromancy_lifestyle_name	0	*	0337c1df80	2026-09-20
lifestyles/POD_mummy_lifestyles_l_english.yml	necromancy_visible	0	*	0337c1df80	2026-09-20
lifestyles/POD_necro_magic_lifestyle_l_english.yml	necro_magic_focus	0	*	b086c4cfb0	2026-09-20
lifestyles/POD_necro_magic_lifestyle_l_english.yml	necro_magic_focus_desc	0	*	ed6dbc7c83	2026-09-20
lifestyles/POD_necro_magic_lifestyle_l_english.yml	necro_magic_focus_effect_desc	0	*	68dfd34cd4	2026-09-20
lifestyles/POD_necro_magic_lifestyle_l_english.yml	necro_magic_lifestyle_name	0	*	0337c1df80	2026-09-20
lifestyles/perks_POD_l_english.yml	necromancyadvanced_perk_name	0	*	596202f3ad	2026-09-20
load_tips/load_tips_l_english.yml	LOADING_TIP_149	0	glossary	3e387a3a6b	2026-09-20
load_tips/load_tips_l_english.yml	LOADING_TIP_179	0	glossary	0180227a95	2026-09-20
load_tips/load_tips_l_english.yml	LOADING_TIP_63	0	glossary	16baa55d3b	2026-09-20
modifiers/00_POD_heritage_house_modifiers_l_english.yml	heritage_truebrujah_modifier	0	glossary	a307bb5d97	2026-09-20
modifiers/00_POD_heritage_house_modifiers_l_english.yml	heritage_truebrujah_modifier_desc	0	glossary	38b4c42885	2026-09-20
modifiers/1230objectives_POD_modifiers_l_english.yml	cappadocian_purge_modifier	0	glossary	197b0bf86f	2026-09-20
nicknames_POD_l_english.yml	nick_eldest_free_desc	0	*	fea914cd1b	2026-09-20
nicknames_POD_l_english.yml	nick_mommy_monster_desc	0	*	1c5d0f358b	2026-09-20
nicknames_POD_l_english.yml	nick_reluctant_heiress_desc	0	glossary	6e1d72d4ca	2026-09-20
nicknames_POD_l_english.yml	nick_sage_snow_desc	0	*	889d05225a	2026-09-20
nicknames_POD_l_english.yml	nick_the_lightbearer_desc	0	glossary	16409dec45	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_fera_werewolf_pact_desc	0	english	da60c32e15	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_fera_werewolf_pact_desc	0	glossary	da60c32e15	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_parameter_tzimisce_accepted	0	*	c44db25de4	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_parameter_tzimisce_illegal	0	*	dbae58b7c7	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_parameter_tzimisce_shunned	0	*	6ee977b52b	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_vampirebloodoath_name	0	*	ebda911177	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	doctrine_vampirebloodoath_shunned_desc	0	*	f67ec81c5a	2026-09-20
religion/POD_religion_docrtineandtenets_l_english.yml	tenet_judgement_desc	0	*	7e4cabb3a6	2026-09-20
religion/POD_religion_gaia_l_english.yml	redtalon_desc	0	glossary	90fecb2168	2026-09-20
religion/POD_religion_gaia_l_english.yml	redtalon_religion_desc	0	glossary	90fecb2168	2026-09-20
religion/POD_religion_gaia_l_english.yml	sacredthread_desc	0	*	24dcbe5636	2026-09-20
religion/POD_religion_roadofblood_l_english.yml	tariqelhaqim_desc	0	glossary	c0b1833eb5	2026-09-20
religion/POD_religion_vampirespecialdoctrines_l_english.yml	vengeful_carthage_doctrine_desc	0	*	fdeec975d2	2026-09-20
religion/POD_religion_wraiths_l_english.yml	hierarchy_religion_adherent_plural	0	*	7248aeda24	2026-09-20
replace/pod_replace_vanilla_l_english.yml	can_recruit_character_to_court_trigger.tt.laamps_invitation_restrictions	0	*	b3ddf2ffdf	2026-09-20
replace/pod_replace_vanilla_l_english.yml	wraiths	0	*	7248aeda24	2026-09-20
schemes_POD_l_english.yml	POD_ghoul_ghoulify_desc	0	*	826a2aa9cd	2026-09-20
schemes_POD_l_english.yml	PODbloodbond_desc_general	0	*	71708825b5	2026-09-20
schemes_POD_l_english.yml	convert_to_wraith_interaction	0	*	92bcb11299	2026-09-20
single_combat_POD_l_english.yml	single_combat.0031.desc.sc_attacker.POD_shapechange.fatality	0	glossary	*	2026-09-20
single_combat_POD_l_english.yml	single_combat.0031.desc.sc_attacker.POD_shapechange.injury	0	glossary	*	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_castigate_desc	0	*	fb0d9b5721	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_fatalism_desc	0	*	4b566a8f52	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_inhabit_desc	0	*	d6b6aeec09	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_intimation_desc	0	*	2f9c11fdb6	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_pandemonium_desc	0	*	6779283a51	2026-09-20
traits/traits_POD_l_english.yml	trait_arcanos_usury_desc	0	*	cef9889cce	2026-09-20
triggers/POD_requirements_l_english.yml	POD_requirements_tzimisce_bloodline	0	*	692ab15abe	2026-09-20
triggers/POD_trigger_localization_l_english.yml	HAS_RELATION_NECROMANCER_WITH_TARGET	0	*	7a08d4a516	2026-09-20
triggers/POD_trigger_localization_l_english.yml	NOT_HAS_RELATION_NECROMANCER_WITH_TARGET	0	*	c70bd67c98	2026-09-20
triggers/POD_trigger_localization_l_english.yml	is_a_wraith	0	*	b80aaf5ca9	2026-09-20
event_localization/POD_1230objetivesfae_l_english.yml	POD_fae_maintenance.31.desc	0	glossary	c7d788c1c6	2026-09-20
game_POD_concepts_l_english.yml	game_concept_interregnum_desc	0	glossary	be8aafeb99	2026-09-20
